prompt,output_data_type,attribute_id,attribute_label,concept_id
"Actions and strategies aimed at reducing or preventing greenhouse gas emissions in order to limit the magnitude of future climate change and its associated health and environmental impacts.. Assign when the study concerns greenhouse-gas emissions or fossil fuels — either (a) actions or strategies to reduce them (e.g. food-system, agricultural, transport, energy, or industrial measures that cut emissions), or (b) cases where emissions or fossil fuels are the source of the health or environmental harm being studied (e.g. health effects of coal power-plant emissions or fossil-fuel combustion), since these imply potential mitigation actions. The study need not itself describe a mitigation action, and need not use the word 'mitigation'.",bool,489,Mitigation,DSNY000051
"Adjustments in natural or human systems in response to actual or anticipated climate change, intended to moderate harm or exploit beneficial opportunities arising from climate variability.. Assign when the study concerns adjusting to, managing, forecasting, monitoring, or coping with climate variables or climate-related extreme events — including early-warning or prediction systems, risk management, and infrastructural or agricultural measures (e.g. irrigation optimisation for water stress, flood modelling for planning, disaster preparedness). The paper need not frame these explicitly as responses to 'climate change'. Resilience is the capacity of individuals, communities, ecosystems, or systems to anticipate, withstand, recover from, and adapt to climate-related shocks and stresses. It is generally considered an adaptation outcome or objective.",bool,487,Adaptation,DSNY000052
"The capacity of individuals, communities, ecosystems, or systems to anticipate, withstand, recover from, and adapt to climate-related shocks and stresses. It is generally considered an adaptation outcome or objective.",bool,492,Resilience,DSNY000638
"Negative consequences of climate change that cannot be avoided through mitigation or adaptation, including irreversible harm to lives, livelihoods, cultural heritage, ecosystems, and infrastructure.",bool,495,Loss and damage,DSNY000492
"Adaptation actions that inadvertently increase vulnerability or exposure to harm, reduce adaptive capacity, or create new risks for human or natural systems, often as an unintended consequence of well-intentioned interventions.",bool,490,Maladaptation,DSNY000490
"The process of establishing the causal contribution of climate change to observed changes in physical, ecological, or human systems, including specific extreme weather events or health outcomes.. Refers to attribution as a high-level thematic area of climate research, encompassing the field of climate and health attribution broadly. Distinct from 'Attribution' in the Methods scheme, which classifies attribution as a specific study aim within primary research.",bool,493,Attribution,DSNY000054
"Planning, developing capacities, and implementing measures in advance to enable effective responses to climate-related events and reduce their impacts.",bool,491,Preparedness,DSNY000639
"Projected effects on human health, ecosystems, and societies arising from anticipated changes in climate over coming decades, typically derived from climate modelling and scenario analysis.",bool,494,Future impact,DSNY000493
"Alterations in the amount, timing, or intensity of rainfall and snowfall, affecting water availability, flood risk, and drought conditions.",bool,11,Changes in precipitation,DSNY000599
"Climate change where the specific driver or mechanism is not identified or distinguished, used when studies refer to climate change in general terms.",bool,7,(Unspecified) climate change,DSNY000595
"Shifts in the duration of seasons, including earlier spring onset and extended summers, with consequences for agriculture, vector biology, and human health.",bool,13,Changes in season length,DSNY000601
"Shifts in atmospheric moisture levels that affect thermal comfort, respiratory health, and the prevalence of moisture-related diseases.",bool,9,Changes in humidity,DSNY000598
"The increase in mean sea level resulting from thermal expansion of seawater and melting ice, threatening coastal communities, infrastructure, and freshwater resources.. Main drivers: Thermal expansion of oceans, melting glaciers/ice sheets, ocean circulation changes.",bool,12,Changes in sea level,DSNY000600
"Climate variability refers to fluctuations in climate conditions (temperature, precipitation, wind patterns, etc.) over months, years, or decades around a longer-term average. Climate variability is influenced by multiple climate drivers.. Refers to variations in the mean state and other climate statistics (standard deviations, the occurrence of extremes, etc.) on all temporal and spatial scales beyond those of individual weather events.",bool,16,Climate variability,DSNY000623
"Long-term shifts in average or extreme temperature conditions, including warming trends, that affect human health, ecosystems, and society.",bool,14,Changes in temperature,DSNY000602
"Accelerated melting of glaciers and snowpack due to rising temperatures, affecting freshwater supply, sea levels, and downstream ecosystems.",bool,8,Changes in glacier / snow melt,DSNY000597
"Climate-driven changes in freshwater systems, including altered lake and river levels, reduced or increased water availability, and changes in hydrological patterns that affect ecosystems, livelihoods, and human health.. E.g. declining water levels in Lake Chad Basin, shrinking lakes, changing river flows. Main drivers: Changes in precipitation, evaporation, drought, water withdrawals, watershed changes, land-use change.",bool,10,Changes in inland water bodies,DSNY000632
"Alterations in wind patterns and velocity that can affect air quality, energy systems, and the spread of airborne pathogens and pollutants.",bool,15,Changes in wind speed,DSNY000603
"General changes in weather patterns not attributed to a specific meteorological variable, used when studies refer to weather variability in broad terms.",bool,6,(Unspecified) changes in weather,DSNY000596
"The sector encompassing banking, insurance, investment, and financial services, including public and private finance mechanisms.",bool,478,Finance (Sector),DSNY000119
"The sector responsible for water supply, sewage treatment, and solid waste management.",bool,486,"Water, sanitation, and waste management (Sector)",DSNY000126
"The sector encompassing government agencies, civil services, and public institutions responsible for policy-making, regulation, and the delivery of public services in the context of climate change.. Assign only when the public-administration sector's own operations, services, or workforce are a subject of the study — i.e. public administration is the sector being examined (e.g. emergency-management or civil-service functions as the study's focus). Do not assign merely because a government is mentioned or acts, because policy or regulation is discussed, or because a public institution conducts or funds the study.",bool,483,Public administration (Sector),DSNY000124
"The sector providing social safety nets, welfare services, and support systems that protect vulnerable populations from economic and social risks.",bool,484,Social protection (Sector),DSNY000121
"The sector encompassing manufacturing, retail, wholesale trade, and commercial services.",bool,480,"Industry, trade, and services (Sector)",DSNY000122
"The sector covering residential and commercial buildings, housing provision, and construction.",bool,475,Buildings / housing (Sector),DSNY000116
"The sector encompassing crop cultivation, livestock rearing, aquaculture, fishing, and forest management.",bool,474,"Agriculture, fishing, and forestry (Sector)",DSNY000115
"The sector covering telecommunications, digital infrastructure, and information technology, including hardware, software, and connectivity systems.",bool,481,Information and communications technologies (Sector),DSNY000123
"The sector covering electricity generation, fuel production, and resource extraction, including both fossil fuel and renewable energy systems.",bool,477,Energy and extractives (Sector),DSNY000118
"The sector encompassing formal and informal education systems, including schools, universities, and vocational institutions.",bool,476,Education (Sector),DSNY000117
"The military sector is the part of a country’s economy and government responsible for producing, organizing, and maintaining armed forces and defense capabilities, including personnel, equipment, operations, and infrastrucutre.
",bool,482,Military (Sector),DSNY000224
"The sector covering road, rail, air, and maritime transport systems, including infrastructure, vehicles, and logistics operations.",bool,485,Transportation (Sector),DSNY000125
"The sector providing medical care, public health services, and health infrastructure, including hospitals, primary care, and preventive health services.",bool,479,Healthcare (Sector),DSNY000120
"Primary research study designs not captured by the specific categories of descriptive, observational, experimental, qualitative, or modelling designs.",bool,397,Z_Other study design,DSNY000551
"Study designs that describe characteristics, frequency, or distribution of outcomes in a single group without a comparison group or temporal manipulation.",bool,391,Descriptive / single-group designs,DSNY000515
"Evidence synthesis types not captured by the specific categories of systematic review, umbrella review, narrative review, guideline, or health technology assessment.",bool,431,Z_Other evidence synthesis type,DSNY000555
"Study designs using mathematical, statistical, or computational models to simulate real-world systems, project future outcomes, or estimate impacts under defined scenarios.",bool,393,Modelling / simulation,DSNY000545
"Study designs using qualitative data collection and analysis to explore meanings, experiences, and contextual factors.",bool,396,Qualitative designs,DSNY000541
"Original research studies that collect and analyse data directly, as distinct from evidence syntheses that aggregate findings from existing studies.",bool,387,1. Primary research,DSNY000167
"Observational study designs that track outcomes over time in a single group without a concurrent comparison group, relying on temporal patterns to infer associations.",bool,395,Observational / single-group designs,DSNY000519
"A systematically developed statement providing recommendations to guide clinical or public health practice, typically based on a synthesis of the available evidence. Often with systematic methods, but sometimes also based on expert consensus.",bool,426,Guideline (clinical or public health),DSNY000207
"A non-systematic review that summarises and interprets the literature on a topic based on the author's expertise and judgement, without exhaustive or reproducible search methods.",bool,429,Narrative review,DSNY000206
"A comprehensive policy-relevant evaluation of a health technology that typically includes clinical effectiveness, cost-effectiveness, and broader social and ethical considerations.. A broader evaluation of a health technology (drug, device, or intervention) used for policy and decision-making. Typically includes: clinical effectiveness (often via a systematic review), cost-effectiveness (economic modelling), ethical, legal, and social implications, and organisational impact.",bool,427,Health technology assessment (HTA),DSNY000208
"A research design that integrates quantitative and qualitative data collection and analysis within a single study, combining the strengths of both approaches to address research questions.",bool,392,Mixed-methods,DSNY000544
"Advanced quantitative synthesis of existing studies conducted without systematic review methods for searching, selecting, and assessing evidence.
. Typically distinguished from systematic reviews with meta-analyses because the statistical methods may be rigorous, but the evidence identification and selection process is not systematic or reproducible. Often occuring in Economics.",bool,428,Meta-analysis (unsystematic),DSNY000637
"Experimental study designs that compare outcomes between an intervention group and one or more control or comparison groups, with or without randomisation.",bool,389,(Quasi-)Experimental / group comparison designs,DSNY000529
"Experimental study designs in which an intervention is applied to a single group without a concurrent control group, limiting but not eliminating causal inference.",bool,390,(Quasi-)Experimental / single-group designs,DSNY000527
"A review that uses explicit, reproducible methods to systematically search, select, appraise, and synthesise evidence from primary studies on a defined research question.. Concept describes different systematic review types, such as evidence gap maps, mixed-methods reviews, rapid reviews, etc. For ""Systematic review"", please use child concept ""Full systematic review"".",bool,430,Systematic reviews,DSNY000201
"Research whose own design is a review or synthesis of existing studies or literature rather than the collection of new primary data — spanning systematic reviews and their variants (scoping, rapid, realist, umbrella, living, qualitative, mixed-methods), narrative reviews, meta-analyses, evidence and gap maps, health technology assessments, and clinical or public-health guidelines.. Assign when the study is itself a review or synthesis of prior work — it aggregates, reviews, maps, or synthesises findings, publications, or evidence from existing studies or literature. This includes narrative and non-systematic reviews, scoping and mapping exercises, bibliometric or publication analyses, meta-analyses, guidelines, and health technology assessments; a formal systematic method is NOT required. Do not assign to a primary study merely because it cites or discusses prior literature — assign only when reviewing or synthesising existing evidence is the study's own design or output.",bool,388,2. Evidence synthesis,DSNY000198
"Observational study designs that compare health outcomes between two or more groups defined by exposure status, without random allocation.",bool,394,Observational / group comparison designs,DSNY000522
"Diseases affecting the skin and subcutaneous tissue, including inflammatory, infectious, allergic, and degenerative conditions.. GBD ref: 653",bool,204,Skin and subcutaneous diseases,DSNY000444
"The occurrence of death as a health outcome, classified by cause, age group, and population to characterise the fatal burden of disease.",bool,112,1. Mortality (Outcome),DSNY000296
"Intentional injuries caused by violence directed at oneself or others, including self-harm, assault, sexual violence, and conflict-related injuries.. GBD ref: 717",bool,288,Self-harm and interpersonal violence,DSNY000485
"A diverse group of infectious diseases that disproportionately affect populations in tropical and subtropical low-income settings, including parasitic, bacterial, and viral conditions.. GBD ref: 344",bool,136,Neglected tropical diseases and malaria,DSNY000330
"Conditions characterised by clinically significant disturbances in cognition, emotion regulation, or behaviour, reflecting dysfunction in psychological or biological processes.. GBD ref: 558",bool,199,Mental disorders,DSNY000423
"Deaths attributable to non-communicable diseases, including cardiovascular, respiratory, metabolic, and neoplastic conditions.",bool,118,1.3. Non-communicable mortality,DSNY000298
"Diseases characterised by the uncontrolled growth of abnormal cells, including malignant cancers and benign tumours across all anatomical sites.. GBD ref: 410",bool,201,Neoplasms,DSNY000378
"Chronic, non-infectious diseases of long duration including cardiovascular, respiratory, metabolic, neurological, and neoplastic conditions.. GBD ref: 409",bool,114,3. Non-communicable diseases,DSNY000377
"Non-communicable diseases not classified under the major GBD NCD categories, including congenital, genitourinary, haematological, and other miscellaneous conditions.. GBD ref: 640",bool,206,Z_Other non-communicable diseases,DSNY000462
"Diseases affecting the organs of vision and hearing, including conditions causing visual impairment, blindness, and hearing loss.. GBD ref: 669",bool,203,Sense organ diseases,DSNY000457
"Injuries that occur without intent to cause harm, including falls, drowning, burns, poisonings, and environmental exposures.. GBD ref: 696",bool,290,Unintentional injuries,DSNY000472
"Deaths attributable to communicable diseases, maternal conditions, neonatal disorders, and nutritional deficiencies.",bool,117,"1.2. Communicable, maternal, neonatal, and nutritional mortality",DSNY000305
"Disorders characterised by compulsive use of psychoactive substances despite adverse consequences, including alcohol and drug use disorders.. GBD ref: 973",bool,205,Substance use disorders,DSNY000435
"The broad category of diseases caused by infectious agents or related to maternal, neonatal, and nutritional conditions, as defined in the GBD cause hierarchy.. GBD ref: 295",bool,113,"2. Communicable, maternal, neonatal, and nutritional diseases",DSNY000314
"Physical harm to the body resulting from external causes, including unintentional injuries, self-harm, interpersonal violence, and conflict.. GBD ref: 687",bool,115,4. Injuries,DSNY000470
"Infections transmitted through sexual contact or blood-borne routes, including HIV/AIDS and bacterial and viral sexually transmitted infections.. GBD ref: 955",bool,134,HIV/AIDS and sexually transmitted infections,DSNY000315
"Conditions arising from insufficient intake of macro- or micronutrients, including protein-energy malnutrition and deficiencies in key vitamins and minerals.. GBD ref: 386",bool,137,Nutritional deficiencies,DSNY000370
"Deaths from any cause combined, used as an overall measure of fatal burden without attribution to a specific disease or condition.",bool,116,1.1. Total / all-cause mortality (Outcome),DSNY000297
"Injuries sustained in road traffic crashes involving motor vehicles, motorcycles, cyclists, and pedestrians.. GBD ref: 688",bool,289,Transport injuries,DSNY000471
"Non-infectious diseases of the gastrointestinal tract and related organs, including the liver, gallbladder, and pancreas.. GBD ref: 526",bool,198,Digestive diseases,DSNY000404
"Acute and chronic infections of the respiratory tract, including tuberculosis, pneumonia, and upper respiratory infections.. GBD ref: 956",bool,138,Respiratory infections and tuberculosis,DSNY000318
"Long-term diseases affecting the airways and lung parenchyma, including obstructive, restrictive, and inflammatory conditions causing progressive respiratory impairment.. GBD ref: 508",bool,196,Chronic respiratory diseases,DSNY000397
"Infections of the gastrointestinal tract transmitted via contaminated food or water, including diarrhoeal diseases, typhoid, and cholera.. GBD ref: 957",bool,133,Enteric infections,DSNY000324
"Diseases of bones, joints, muscles, and connective tissue, including osteoarthritis, rheumatoid arthritis, osteoporosis, and low back and neck pain.. GBD ref: 626",bool,200,Musculoskeletal disorders,DSNY000461
"Infectious diseases not classified under respiratory, enteric, or vector-borne categories, including bacterial, viral, and prion conditions of diverse transmission routes.. GBD ref: 961",bool,139,Z_Other infectious diseases,DSNY000353
"Diseases affecting the brain, spinal cord, and peripheral nervous system, including degenerative, inflammatory, and functional neurological conditions.. GBD ref: 542",bool,202,Neurological disorders,DSNY000415
"Conditions arising during pregnancy, childbirth, or the neonatal period, including obstetric complications and disorders of the newborn.. GBD ref: 962",bool,135,Maternal and neonatal disorders,DSNY000364
"A GBD grouping encompassing diabetes mellitus and kidney diseases, which share common metabolic risk factors and frequently co-occur.. GBD ref: 974",bool,197,Diabetes and kidney diseases,DSNY000438
"Diseases of the heart and blood vessels, including ischemic heart disease, stroke, heart failure, and other circulatory conditions.. GBD ref: 491",bool,195,Cardiovascular diseases,DSNY000384
